Running as user "root" and group "root". This could be dangerous.
frame.time_relative,ip.src,ip.dst,frame.len,tcp.seq,tcp.ack,udp.length
28.726070000,172.20.0.3,172.20.0.2,1514,,,
28.726070000,172.20.0.3,172.20.0.2,1514,,,
28.726070000,172.20.0.3,172.20.0.2,1228,,,4154
28.726070000,172.20.0.3,172.20.0.2,1514,,,
28.726070000,172.20.0.3,172.20.0.2,1514,,,
28.726070000,172.20.0.3,172.20.0.2,1228,,,4154
28.726070000,172.20.0.3,172.20.0.2,1514,,,
28.726071000,172.20.0.3,172.20.0.2,1514,,,
28.726071000,172.20.0.3,172.20.0.2,1228,,,4154
28.726124000,172.20.0.2,172.20.0.3,92,,,58
28.726154000,172.20.0.2,172.20.0.3,92,,,58
28.726175000,172.20.0.2,172.20.0.3,92,,,58
28.781070000,172.20.0.3,172.20.0.2,1514,,,
28.781070000,172.20.0.3,172.20.0.2,1514,,,
28.781070000,172.20.0.3,172.20.0.2,1228,,,4154
28.781070000,172.20.0.3,172.20.0.2,1514,,,
28.781070000,172.20.0.3,172.20.0.2,1514,,,
28.781070000,172.20.0.3,172.20.0.2,1228,,,4154
28.781071000,172.20.0.3,172.20.0.2,1514,,,
28.781071000,172.20.0.3,172.20.0.2,1228,,,
28.781071000,172.20.0.3,172.20.0.2,1514,,,
28.781072000,172.20.0.3,172.20.0.2,1514,,,
28.781072000,172.20.0.3,172.20.0.2,1228,,,4154
28.781072000,172.20.0.3,172.20.0.2,1514,,,
28.781072000,172.20.0.3,172.20.0.2,1514,,,
28.781072000,172.20.0.3,172.20.0.2,1228,,,4154
28.781072000,172.20.0.3,172.20.0.2,1514,,,
28.781072000,172.20.0.3,172.20.0.2,1514,,,
28.781073000,172.20.0.3,172.20.0.2,1228,,,4154
28.781136000,172.20.0.2,172.20.0.3,92,,,58
28.781163000,172.20.0.2,172.20.0.3,92,,,58
28.781181000,172.20.0.2,172.20.0.3,92,,,58
28.781203000,172.20.0.2,172.20.0.3,92,,,58
28.781220000,172.20.0.2,172.20.0.3,92,,,58
30.736073000,172.20.0.3,172.20.0.2,1514,,,
30.736075000,172.20.0.3,172.20.0.2,1514,,,
30.736075000,172.20.0.3,172.20.0.2,1228,,,4154
30.736248000,172.20.0.2,172.20.0.3,92,,,58
30.791070000,172.20.0.3,172.20.0.2,1514,,,
30.791070000,172.20.0.3,172.20.0.2,1228,,,
30.791070000,172.20.0.3,172.20.0.2,1514,,,
30.791070000,172.20.0.3,172.20.0.2,1228,,,
30.791070000,172.20.0.3,172.20.0.2,1514,,,
30.791071000,172.20.0.3,172.20.0.2,1514,,,
30.791071000,172.20.0.3,172.20.0.2,1228,,,4154
30.791071000,172.20.0.3,172.20.0.2,1514,,,
30.791071000,172.20.0.3,172.20.0.2,1228,,,
30.791071000,172.20.0.3,172.20.0.2,1514,,,
30.791071000,172.20.0.3,172.20.0.2,1228,,,
30.791149000,172.20.0.2,172.20.0.3,92,,,58
31.908089000,,,42,,,
31.959070000,,,42,,,
32.795073000,172.20.0.3,172.20.0.2,1514,,,
32.795075000,172.20.0.3,172.20.0.2,1514,,,
32.795075000,172.20.0.3,172.20.0.2,1228,,,4154
32.795075000,172.20.0.3,172.20.0.2,1514,,,
32.795076000,172.20.0.3,172.20.0.2,1514,,,
32.795076000,172.20.0.3,172.20.0.2,1228,,,4154
32.795076000,172.20.0.3,172.20.0.2,1514,,,
32.795076000,172.20.0.3,172.20.0.2,1228,,,
32.795076000,172.20.0.3,172.20.0.2,1514,,,
32.795077000,172.20.0.3,172.20.0.2,1514,,,
32.795077000,172.20.0.3,172.20.0.2,1228,,,4154
32.795240000,172.20.0.2,172.20.0.3,92,,,58
32.795266000,172.20.0.2,172.20.0.3,92,,,58
32.795283000,172.20.0.2,172.20.0.3,92,,,58
32.850072000,172.20.0.3,172.20.0.2,1514,,,
32.850072000,172.20.0.3,172.20.0.2,1514,,,
32.850073000,172.20.0.3,172.20.0.2,1228,,,4154
32.850073000,172.20.0.3,172.20.0.2,1514,,,
32.850073000,172.20.0.3,172.20.0.2,1514,,,
32.850073000,172.20.0.3,172.20.0.2,1228,,,4154
32.850073000,172.20.0.3,172.20.0.2,1514,,,
32.850073000,172.20.0.3,172.20.0.2,1514,,,
32.850074000,172.20.0.3,172.20.0.2,1228,,,4154
32.850074000,172.20.0.3,172.20.0.2,1514,,,
32.850074000,172.20.0.3,172.20.0.2,1514,,,
32.850074000,172.20.0.3,172.20.0.2,1228,,,4154
32.850075000,172.20.0.3,172.20.0.2,1514,,,
32.850075000,172.20.0.3,172.20.0.2,1228,,,
32.850143000,172.20.0.2,172.20.0.3,92,,,58
32.850163000,172.20.0.2,172.20.0.3,92,,,58
32.850178000,172.20.0.2,172.20.0.3,92,,,58
32.850193000,172.20.0.2,172.20.0.3,92,,,58
34.795072000,172.20.0.3,172.20.0.2,1514,,,
34.795073000,172.20.0.3,172.20.0.2,1514,,,
34.795073000,172.20.0.3,172.20.0.2,1228,,,4154
34.795242000,172.20.0.2,172.20.0.3,92,,,58
34.850070000,172.20.0.3,172.20.0.2,1514,,,
34.850071000,172.20.0.3,172.20.0.2,1514,,,
34.850071000,172.20.0.3,172.20.0.2,1228,,,4154
34.850071000,172.20.0.3,172.20.0.2,1514,,,
34.850071000,172.20.0.3,172.20.0.2,1514,,,
34.850071000,172.20.0.3,172.20.0.2,1228,,,4154
34.850071000,172.20.0.3,172.20.0.2,1514,,,
34.850071000,172.20.0.3,172.20.0.2,1228,,,
34.850072000,172.20.0.3,172.20.0.2,1514,,,
34.850072000,172.20.0.3,172.20.0.2,1514,,,
34.850072000,172.20.0.3,172.20.0.2,1228,,,4154
34.850073000,172.20.0.3,172.20.0.2,1514,,,
34.850073000,172.20.0.3,172.20.0.2,1514,,,
34.850073000,172.20.0.3,172.20.0.2,1228,,,4154
34.850073000,172.20.0.3,172.20.0.2,1514,,,
34.850073000,172.20.0.3,172.20.0.2,1514,,,
34.850073000,172.20.0.3,172.20.0.2,1228,,,4154
34.850073000,172.20.0.3,172.20.0.2,1514,,,
34.850073000,172.20.0.3,172.20.0.2,1228,,,
34.850074000,172.20.0.3,172.20.0.2,1514,,,
34.850074000,172.20.0.3,172.20.0.2,1514,,,
34.850074000,172.20.0.3,172.20.0.2,1228,,,4154
34.850146000,172.20.0.2,172.20.0.3,92,,,58
34.850174000,172.20.0.2,172.20.0.3,92,,,58
34.850190000,172.20.0.2,172.20.0.3,92,,,58
34.850208000,172.20.0.2,172.20.0.3,92,,,58
34.850223000,172.20.0.2,172.20.0.3,92,,,58
34.850248000,172.20.0.2,172.20.0.3,92,,,58
34.905069000,172.20.0.3,172.20.0.2,1514,,,
34.905069000,172.20.0.3,172.20.0.2,1514,,,
34.905069000,172.20.0.3,172.20.0.2,1228,,,4154
34.905069000,172.20.0.3,172.20.0.2,1514,,,
34.905069000,172.20.0.3,172.20.0.2,1514,,,
34.905069000,172.20.0.3,172.20.0.2,1228,,,4154
34.905070000,172.20.0.3,172.20.0.2,1514,,,
34.905070000,172.20.0.3,172.20.0.2,1228,,,
34.905133000,172.20.0.2,172.20.0.3,92,,,58
34.905173000,172.20.0.2,172.20.0.3,92,,,58
36.853072000,172.20.0.3,172.20.0.2,1514,,,
36.853073000,172.20.0.3,172.20.0.2,1514,,,
36.853073000,172.20.0.3,172.20.0.2,1228,,,4154
36.853073000,172.20.0.3,172.20.0.2,1514,,,
36.853073000,172.20.0.3,172.20.0.2,1228,,,
36.853194000,172.20.0.2,172.20.0.3,92,,,58
36.908069000,172.20.0.3,172.20.0.2,1514,,,
36.908069000,172.20.0.3,172.20.0.2,1514,,,
36.908070000,172.20.0.3,172.20.0.2,1228,,,4154
36.908070000,172.20.0.3,172.20.0.2,1514,,,
36.908070000,172.20.0.3,172.20.0.2,1514,,,
36.908070000,172.20.0.3,172.20.0.2,1228,,,4154
36.908070000,172.20.0.3,172.20.0.2,1514,,,
36.908070000,172.20.0.3,172.20.0.2,1228,,,
36.908070000,172.20.0.3,172.20.0.2,1514,,,
36.908071000,172.20.0.3,172.20.0.2,1514,,,
36.908071000,172.20.0.3,172.20.0.2,1228,,,4154
36.908071000,172.20.0.3,172.20.0.2,1514,,,
36.908071000,172.20.0.3,172.20.0.2,1514,,,
36.908071000,172.20.0.3,172.20.0.2,1228,,,4154
36.908118000,172.20.0.2,172.20.0.3,92,,,58
36.908137000,172.20.0.2,172.20.0.3,92,,,58
36.908152000,172.20.0.2,172.20.0.3,92,,,58
36.908167000,172.20.0.2,172.20.0.3,92,,,58
38.862071000,172.20.0.3,172.20.0.2,1514,,,
38.862072000,172.20.0.3,172.20.0.2,1514,,,
38.862073000,172.20.0.3,172.20.0.2,1228,,,4154
38.862197000,172.20.0.2,172.20.0.3,92,,,58
38.918070000,172.20.0.3,172.20.0.2,1514,,,
38.918070000,172.20.0.3,172.20.0.2,1514,,,
38.918070000,172.20.0.3,172.20.0.2,1228,,,4154
38.918070000,172.20.0.3,172.20.0.2,1514,,,
38.918070000,172.20.0.3,172.20.0.2,1514,,,
38.918071000,172.20.0.3,172.20.0.2,1228,,,4154
38.918071000,172.20.0.3,172.20.0.2,1514,,,
38.918071000,172.20.0.3,172.20.0.2,1514,,,
38.918071000,172.20.0.3,172.20.0.2,1228,,,4154
38.918071000,172.20.0.3,172.20.0.2,1514,,,
38.918072000,172.20.0.3,172.20.0.2,1514,,,
38.918072000,172.20.0.3,172.20.0.2,1228,,,4154
38.918072000,172.20.0.3,172.20.0.2,1514,,,
38.918072000,172.20.0.3,172.20.0.2,1514,,,
38.918072000,172.20.0.3,172.20.0.2,1514,,,
38.918072000,172.20.0.3,172.20.0.2,1514,,,
38.918072000,172.20.0.3,172.20.0.2,1228,,,4154
38.918072000,172.20.0.3,172.20.0.2,1514,,,
38.918073000,172.20.0.3,172.20.0.2,1514,,,
38.918073000,172.20.0.3,172.20.0.2,1228,,,4154
38.918134000,172.20.0.2,172.20.0.3,92,,,58
38.918152000,172.20.0.2,172.20.0.3,92,,,58
38.918167000,172.20.0.2,172.20.0.3,92,,,58
38.918182000,172.20.0.2,172.20.0.3,92,,,58
38.918196000,172.20.0.2,172.20.0.3,92,,,58
38.918225000,172.20.0.2,172.20.0.3,92,,,58
38.973069000,172.20.0.3,172.20.0.2,1514,,,
38.973069000,172.20.0.3,172.20.0.2,1228,,,
38.973069000,172.20.0.3,172.20.0.2,1514,,,
38.973069000,172.20.0.3,172.20.0.2,1514,,,
38.973069000,172.20.0.3,172.20.0.2,1228,,,4154
38.973069000,172.20.0.3,172.20.0.2,1514,,,
38.973069000,172.20.0.3,172.20.0.2,1514,,,
38.973070000,172.20.0.3,172.20.0.2,1514,,,
38.973070000,172.20.0.3,172.20.0.2,1228,,,
38.973070000,172.20.0.3,172.20.0.2,1514,,,
38.973070000,172.20.0.3,172.20.0.2,1514,,,
38.973070000,172.20.0.3,172.20.0.2,1228,,,4154
38.973071000,172.20.0.3,172.20.0.2,1514,,,
38.973071000,172.20.0.3,172.20.0.2,1514,,,
38.973071000,172.20.0.3,172.20.0.2,1228,,,4154
38.973137000,172.20.0.2,172.20.0.3,92,,,58
38.973304000,172.20.0.2,172.20.0.3,92,,,58
38.973420000,172.20.0.2,172.20.0.3,92,,,58
40.920072000,172.20.0.3,172.20.0.2,1514,,,
40.920074000,172.20.0.3,172.20.0.2,1514,,,
40.920074000,172.20.0.3,172.20.0.2,1228,,,4154
40.920205000,172.20.0.2,172.20.0.3,92,,,58
40.975069000,172.20.0.3,172.20.0.2,1514,,,
40.975070000,172.20.0.3,172.20.0.2,1228,,,
40.975070000,172.20.0.3,172.20.0.2,1514,,,
40.975070000,172.20.0.3,172.20.0.2,1514,,,
40.975070000,172.20.0.3,172.20.0.2,1228,,,4154
40.975070000,172.20.0.3,172.20.0.2,1514,,,
40.975070000,172.20.0.3,172.20.0.2,1228,,,
40.975070000,172.20.0.3,172.20.0.2,1514,,,
40.975071000,172.20.0.3,172.20.0.2,1514,,,
40.975071000,172.20.0.3,172.20.0.2,1514,,,
40.975071000,172.20.0.3,172.20.0.2,1228,,,
40.975112000,172.20.0.2,172.20.0.3,92,,,58
42.976073000,172.20.0.3,172.20.0.2,1514,,,
42.976080000,172.20.0.3,172.20.0.2,1514,,,
42.976080000,172.20.0.3,172.20.0.2,1228,,,4154
42.976081000,172.20.0.3,172.20.0.2,1514,,,
42.976081000,172.20.0.3,172.20.0.2,1228,,,
42.976081000,172.20.0.3,172.20.0.2,1514,,,
42.976081000,172.20.0.3,172.20.0.2,1514,,,
42.976081000,172.20.0.3,172.20.0.2,1228,,,4154
42.976082000,172.20.0.3,172.20.0.2,1514,,,
42.976082000,172.20.0.3,172.20.0.2,1514,,,
42.976082000,172.20.0.3,172.20.0.2,1228,,,4154
42.976258000,172.20.0.2,172.20.0.3,92,,,58
42.976282000,172.20.0.2,172.20.0.3,92,,,58
42.976313000,172.20.0.2,172.20.0.3,92,,,58
43.031069000,172.20.0.3,172.20.0.2,1514,,,
43.031070000,172.20.0.3,172.20.0.2,1514,,,
43.031070000,172.20.0.3,172.20.0.2,1228,,,4154
43.031070000,172.20.0.3,172.20.0.2,1514,,,
43.031070000,172.20.0.3,172.20.0.2,1514,,,
43.031070000,172.20.0.3,172.20.0.2,1228,,,4154
43.031129000,172.20.0.2,172.20.0.3,92,,,58
43.031147000,172.20.0.2,172.20.0.3,92,,,58
44.986072000,172.20.0.3,172.20.0.2,1514,,,
44.986074000,172.20.0.3,172.20.0.2,1228,,,
46.988073000,172.20.0.3,172.20.0.2,1514,,,
46.988076000,172.20.0.3,172.20.0.2,1514,,,
46.988076000,172.20.0.3,172.20.0.2,1228,,,4154
46.988243000,172.20.0.2,172.20.0.3,92,,,58
47.044070000,172.20.0.3,172.20.0.2,1514,,,
47.044070000,172.20.0.3,172.20.0.2,1514,,,
47.044071000,172.20.0.3,172.20.0.2,1228,,,4154
47.044071000,172.20.0.3,172.20.0.2,1514,,,
47.044071000,172.20.0.3,172.20.0.2,1228,,,
47.044071000,172.20.0.3,172.20.0.2,1514,,,
47.044071000,172.20.0.3,172.20.0.2,1514,,,
47.044071000,172.20.0.3,172.20.0.2,1228,,,4154
47.044071000,172.20.0.3,172.20.0.2,1514,,,
47.044072000,172.20.0.3,172.20.0.2,1514,,,
47.044072000,172.20.0.3,172.20.0.2,1228,,,4154
47.044072000,172.20.0.3,172.20.0.2,1514,,,
47.044072000,172.20.0.3,172.20.0.2,1228,,,
47.044072000,172.20.0.3,172.20.0.2,1514,,,
47.044072000,172.20.0.3,172.20.0.2,1514,,,
47.044073000,172.20.0.3,172.20.0.2,1228,,,4154
47.044073000,172.20.0.3,172.20.0.2,1514,,,
47.044073000,172.20.0.3,172.20.0.2,1228,,,
47.044073000,172.20.0.3,172.20.0.2,1514,,,
47.044138000,172.20.0.2,172.20.0.3,92,,,58
47.044158000,172.20.0.2,172.20.0.3,92,,,58
47.044173000,172.20.0.2,172.20.0.3,92,,,58
47.044188000,172.20.0.2,172.20.0.3,92,,,58
47.099592000,172.20.0.3,172.20.0.2,1514,,,
47.099593000,172.20.0.3,172.20.0.2,1514,,,
47.099593000,172.20.0.3,172.20.0.2,1228,,,4154
47.099678000,172.20.0.2,172.20.0.3,92,,,58
49.047593000,172.20.0.3,172.20.0.2,1514,,,
49.047595000,172.20.0.3,172.20.0.2,1514,,,
49.047595000,172.20.0.3,172.20.0.2,1228,,,4154
49.047596000,172.20.0.3,172.20.0.2,1514,,,
49.047596000,172.20.0.3,172.20.0.2,1514,,,
49.047596000,172.20.0.3,172.20.0.2,1228,,,4154
49.047596000,172.20.0.3,172.20.0.2,1514,,,
49.047596000,172.20.0.3,172.20.0.2,1228,,,
49.047596000,172.20.0.3,172.20.0.2,1514,,,
49.047597000,172.20.0.3,172.20.0.2,1514,,,
49.047597000,172.20.0.3,172.20.0.2,1228,,,4154
49.047841000,172.20.0.2,172.20.0.3,92,,,58
49.047882000,172.20.0.2,172.20.0.3,92,,,58
49.047901000,172.20.0.2,172.20.0.3,92,,,58
49.102594000,172.20.0.3,172.20.0.2,1514,,,
49.102595000,172.20.0.3,172.20.0.2,1514,,,
49.102595000,172.20.0.3,172.20.0.2,1228,,,4154
49.102595000,172.20.0.3,172.20.0.2,1514,,,
49.102595000,172.20.0.3,172.20.0.2,1514,,,
49.102595000,172.20.0.3,172.20.0.2,1228,,,4154
49.102595000,172.20.0.3,172.20.0.2,1514,,,
49.102596000,172.20.0.3,172.20.0.2,1514,,,
49.102596000,172.20.0.3,172.20.0.2,1228,,,4154
49.102596000,172.20.0.3,172.20.0.2,1514,,,
49.102596000,172.20.0.3,172.20.0.2,1514,,,
49.102597000,172.20.0.3,172.20.0.2,1228,,,4154
49.102597000,172.20.0.3,172.20.0.2,1514,,,
49.102597000,172.20.0.3,172.20.0.2,1514,,,
49.102597000,172.20.0.3,172.20.0.2,1228,,,4154
49.102653000,172.20.0.2,172.20.0.3,92,,,58
49.102670000,172.20.0.2,172.20.0.3,92,,,58
49.102684000,172.20.0.2,172.20.0.3,92,,,58
49.102699000,172.20.0.2,172.20.0.3,92,,,58
49.102713000,172.20.0.2,172.20.0.3,92,,,58
51.053600000,172.20.0.3,172.20.0.2,1514,,,
51.053603000,172.20.0.3,172.20.0.2,1228,,,
53.055597000,172.20.0.3,172.20.0.2,1514,,,
53.055600000,172.20.0.3,172.20.0.2,1514,,,
54.487593000,,,42,,,
54.487603000,,,42,,,
55.057593000,172.20.0.3,172.20.0.2,1514,,,
55.057594000,172.20.0.3,172.20.0.2,1228,,,
57.060614000,172.20.0.3,172.20.0.2,1514,,,
57.060616000,172.20.0.3,172.20.0.2,1514,,,
57.060616000,172.20.0.3,172.20.0.2,1228,,,4154
57.060809000,172.20.0.2,172.20.0.3,92,,,58
57.115593000,172.20.0.3,172.20.0.2,1514,,,
57.115594000,172.20.0.3,172.20.0.2,1514,,,
57.115594000,172.20.0.3,172.20.0.2,1228,,,4154
57.115594000,172.20.0.3,172.20.0.2,1514,,,
57.115594000,172.20.0.3,172.20.0.2,1514,,,
57.115594000,172.20.0.3,172.20.0.2,1228,,,4154
57.115594000,172.20.0.3,172.20.0.2,1514,,,
57.115596000,172.20.0.3,172.20.0.2,1514,,,
57.115597000,172.20.0.3,172.20.0.2,1228,,,4154
57.115598000,172.20.0.3,172.20.0.2,1514,,,
57.115598000,172.20.0.3,172.20.0.2,1514,,,
57.115598000,172.20.0.3,172.20.0.2,1228,,,4154
57.115598000,172.20.0.3,172.20.0.2,1514,,,
57.115598000,172.20.0.3,172.20.0.2,1514,,,
57.115598000,172.20.0.3,172.20.0.2,1228,,,4154
57.115599000,172.20.0.3,172.20.0.2,1514,,,
57.115599000,172.20.0.3,172.20.0.2,1514,,,
57.115599000,172.20.0.3,172.20.0.2,1228,,,4154
57.115601000,172.20.0.3,172.20.0.2,1514,,,
57.115601000,172.20.0.3,172.20.0.2,1228,,,
57.115601000,172.20.0.3,172.20.0.2,1514,,,
57.115601000,172.20.0.3,172.20.0.2,1514,,,
57.115601000,172.20.0.3,172.20.0.2,1228,,,4154
57.115697000,172.20.0.2,172.20.0.3,92,,,58
57.115721000,172.20.0.2,172.20.0.3,92,,,58
57.115739000,172.20.0.2,172.20.0.3,92,,,58
57.115757000,172.20.0.2,172.20.0.3,92,,,58
57.115773000,172.20.0.2,172.20.0.3,92,,,58
57.115809000,172.20.0.2,172.20.0.3,92,,,58
57.115826000,172.20.0.2,172.20.0.3,92,,,58
57.169593000,172.20.0.3,172.20.0.2,1514,,,
57.169594000,172.20.0.3,172.20.0.2,1228,,,
57.169594000,172.20.0.3,172.20.0.2,1514,,,
57.169594000,172.20.0.3,172.20.0.2,1514,,,
57.169595000,172.20.0.3,172.20.0.2,1228,,,4154
57.169597000,172.20.0.3,172.20.0.2,1514,,,
57.169597000,172.20.0.3,172.20.0.2,1514,,,
57.169597000,172.20.0.3,172.20.0.2,1228,,,4154
57.169597000,172.20.0.3,172.20.0.2,1514,,,
57.169598000,172.20.0.3,172.20.0.2,1514,,,
57.169598000,172.20.0.3,172.20.0.2,1228,,,4154
57.169598000,172.20.0.3,172.20.0.2,1514,,,
57.169599000,172.20.0.3,172.20.0.2,1514,,,
57.169599000,172.20.0.3,172.20.0.2,1228,,,4154
57.169599000,172.20.0.3,172.20.0.2,1514,,,
57.169599000,172.20.0.3,172.20.0.2,1514,,,
57.169672000,172.20.0.2,172.20.0.3,92,,,58
57.169693000,172.20.0.2,172.20.0.3,92,,,58
57.169708000,172.20.0.2,172.20.0.3,92,,,58
57.169724000,172.20.0.2,172.20.0.3,92,,,58
59.119594000,172.20.0.3,172.20.0.2,1514,,,
59.119596000,172.20.0.3,172.20.0.2,1514,,,
59.119596000,172.20.0.3,172.20.0.2,1228,,,4154
59.119719000,172.20.0.2,172.20.0.3,92,,,58
59.175593000,172.20.0.3,172.20.0.2,1514,,,
59.175593000,172.20.0.3,172.20.0.2,1228,,,
59.175593000,172.20.0.3,172.20.0.2,1514,,,
59.175594000,172.20.0.3,172.20.0.2,1228,,,
59.175594000,172.20.0.3,172.20.0.2,1514,,,
59.175594000,172.20.0.3,172.20.0.2,1514,,,
59.175594000,172.20.0.3,172.20.0.2,1228,,,4154
59.175594000,172.20.0.3,172.20.0.2,1514,,,
59.175594000,172.20.0.3,172.20.0.2,1514,,,
59.175595000,172.20.0.3,172.20.0.2,1228,,,4154
59.175689000,172.20.0.2,172.20.0.3,92,,,58
59.175716000,172.20.0.2,172.20.0.3,92,,,58
59.230592000,172.20.0.3,172.20.0.2,1514,,,
59.230592000,172.20.0.3,172.20.0.2,1514,,,
59.230593000,172.20.0.3,172.20.0.2,1228,,,4154
59.230593000,172.20.0.3,172.20.0.2,1514,,,
59.230593000,172.20.0.3,172.20.0.2,1514,,,
59.230593000,172.20.0.3,172.20.0.2,1228,,,4154
59.230593000,172.20.0.3,172.20.0.2,1514,,,
59.230593000,172.20.0.3,172.20.0.2,1514,,,
59.230593000,172.20.0.3,172.20.0.2,1228,,,4154
59.230594000,172.20.0.3,172.20.0.2,1514,,,
59.230594000,172.20.0.3,172.20.0.2,1514,,,
59.230594000,172.20.0.3,172.20.0.2,1228,,,4154
59.230594000,172.20.0.3,172.20.0.2,1514,,,
59.230594000,172.20.0.3,172.20.0.2,1514,,,
59.230595000,172.20.0.3,172.20.0.2,1228,,,4154
59.230595000,172.20.0.3,172.20.0.2,1514,,,
59.230595000,172.20.0.3,172.20.0.2,1514,,,
59.230595000,172.20.0.3,172.20.0.2,1228,,,4154
59.230673000,172.20.0.2,172.20.0.3,92,,,58
59.230696000,172.20.0.2,172.20.0.3,92,,,58
59.230712000,172.20.0.2,172.20.0.3,92,,,58
59.230726000,172.20.0.2,172.20.0.3,92,,,58
59.230741000,172.20.0.2,172.20.0.3,92,,,58
59.230756000,172.20.0.2,172.20.0.3,92,,,58
61.178591000,172.20.0.3,172.20.0.2,1514,,,
61.178592000,172.20.0.3,172.20.0.2,1514,,,
61.178592000,172.20.0.3,172.20.0.2,1228,,,4154
61.178592000,172.20.0.3,172.20.0.2,1514,,,
61.178593000,172.20.0.3,172.20.0.2,1514,,,
61.178593000,172.20.0.3,172.20.0.2,1228,,,4154
61.178731000,172.20.0.2,172.20.0.3,92,,,58
61.178777000,172.20.0.2,172.20.0.3,92,,,58
61.233592000,172.20.0.3,172.20.0.2,1514,,,
61.233592000,172.20.0.3,172.20.0.2,1514,,,
61.233592000,172.20.0.3,172.20.0.2,1228,,,4154
61.233592000,172.20.0.3,172.20.0.2,1514,,,
61.233593000,172.20.0.3,172.20.0.2,1514,,,
61.233593000,172.20.0.3,172.20.0.2,1228,,,4154
61.233593000,172.20.0.3,172.20.0.2,1514,,,
61.233593000,172.20.0.3,172.20.0.2,1228,,,
61.233593000,172.20.0.3,172.20.0.2,1514,,,
61.233594000,172.20.0.3,172.20.0.2,1514,,,
61.233594000,172.20.0.3,172.20.0.2,1514,,,
61.233594000,172.20.0.3,172.20.0.2,1228,,,
61.233595000,172.20.0.3,172.20.0.2,1514,,,
61.233595000,172.20.0.3,172.20.0.2,1514,,,
61.233595000,172.20.0.3,172.20.0.2,1228,,,4154
61.233595000,172.20.0.3,172.20.0.2,1514,,,
61.233595000,172.20.0.3,172.20.0.2,1514,,,
61.233595000,172.20.0.3,172.20.0.2,1228,,,
61.233668000,172.20.0.2,172.20.0.3,92,,,58
61.233692000,172.20.0.2,172.20.0.3,92,,,58
61.233708000,172.20.0.2,172.20.0.3,92,,,58
61.288593000,172.20.0.3,172.20.0.2,1514,,,
61.288593000,172.20.0.3,172.20.0.2,1514,,,
61.288593000,172.20.0.3,172.20.0.2,1228,,,4154
61.288594000,172.20.0.3,172.20.0.2,1514,,,
61.288594000,172.20.0.3,172.20.0.2,1514,,,
61.288644000,172.20.0.2,172.20.0.3,92,,,58
62.116621000,,,42,,,
62.167597000,,,42,,,
63.234595000,172.20.0.3,172.20.0.2,1514,,,
63.234596000,172.20.0.3,172.20.0.2,1514,,,
63.234596000,172.20.0.3,172.20.0.2,1228,,,4154
63.234597000,172.20.0.3,172.20.0.2,1514,,,
63.234597000,172.20.0.3,172.20.0.2,1514,,,
63.234597000,172.20.0.3,172.20.0.2,1228,,,4154
63.234597000,172.20.0.3,172.20.0.2,1514,,,
63.234597000,172.20.0.3,172.20.0.2,1514,,,
63.234598000,172.20.0.3,172.20.0.2,1228,,,4154
63.234598000,172.20.0.3,172.20.0.2,1514,,,
63.234598000,172.20.0.3,172.20.0.2,1514,,,
63.234598000,172.20.0.3,172.20.0.2,1228,,,4154
63.234599000,172.20.0.3,172.20.0.2,1514,,,
63.234599000,172.20.0.3,172.20.0.2,1514,,,
63.234599000,172.20.0.3,172.20.0.2,1228,,,4154
63.234737000,172.20.0.2,172.20.0.3,92,,,58
63.234769000,172.20.0.2,172.20.0.3,92,,,58
63.234790000,172.20.0.2,172.20.0.3,92,,,58
63.234807000,172.20.0.2,172.20.0.3,92,,,58
63.234826000,172.20.0.2,172.20.0.3,92,,,58
63.289593000,172.20.0.3,172.20.0.2,1514,,,
63.289594000,172.20.0.3,172.20.0.2,1514,,,
63.289594000,172.20.0.3,172.20.0.2,1514,,,
63.289595000,172.20.0.3,172.20.0.2,1514,,,
63.289595000,172.20.0.3,172.20.0.2,1228,,,4154
63.289595000,172.20.0.3,172.20.0.2,1228,,,
63.289595000,172.20.0.3,172.20.0.2,1514,,,
63.289595000,172.20.0.3,172.20.0.2,1514,,,
63.289595000,172.20.0.3,172.20.0.2,1514,,,
63.289597000,172.20.0.3,172.20.0.2,1514,,,
63.289597000,172.20.0.3,172.20.0.2,1228,,,4154
63.289597000,172.20.0.3,172.20.0.2,1514,,,
63.289597000,172.20.0.3,172.20.0.2,1514,,,
63.289597000,172.20.0.3,172.20.0.2,1228,,,4154
63.289598000,172.20.0.3,172.20.0.2,1514,,,
63.289598000,172.20.0.3,172.20.0.2,1514,,,
63.289598000,172.20.0.3,172.20.0.2,1228,,,4154
63.289598000,172.20.0.3,172.20.0.2,1514,,,
63.289599000,172.20.0.3,172.20.0.2,1514,,,
63.289599000,172.20.0.3,172.20.0.2,1228,,,4154
63.289652000,172.20.0.2,172.20.0.3,92,,,58
63.289724000,172.20.0.2,172.20.0.3,92,,,58
63.289749000,172.20.0.2,172.20.0.3,92,,,58
63.289773000,172.20.0.2,172.20.0.3,92,,,58
63.289804000,172.20.0.2,172.20.0.3,92,,,58
63.344594000,172.20.0.3,172.20.0.2,1514,,,
63.344595000,172.20.0.3,172.20.0.2,1514,,,
63.344595000,172.20.0.3,172.20.0.2,1228,,,4154
63.344647000,172.20.0.2,172.20.0.3,92,,,58
65.292597000,172.20.0.3,172.20.0.2,1514,,,
65.292600000,172.20.0.3,172.20.0.2,1514,,,
